,aircrafttype,filed_airspeed_kts,filed_altitude,origin,destination,filed_departuretime_hr,estimatedarrivaltime_hr,airline,dep_delay_min,diff_flt,aircraft_manuf,cloud_altitude,temp,dewpoint,visibility,wind_speed,gust_speed,delay
4864,4,445,370,12,7,19,22,2,-11.0,-14.0,1,22000.0,15.0,15.0,10.0,8.0,0.0,0
4874,6,446,360,12,48,21,22,3,-2.0,-7.0,3,22000.0,11.0,11.0,10.0,11.0,0.0,0
4885,5,363,110,12,83,19,20,3,1.35,1.0833333333333321,3,10000.0,19.0,19.0,10.0,9.0,0.0,0
4886,5,374,130,12,83,19,20,3,6.833333333333332,-9.0,3,22000.0,15.0,15.0,10.0,8.0,0.0,0
4897,15,467,310,12,28,19,21,8,7.533333333333332,-106.0,2,10000.0,19.0,19.0,10.0,9.0,0.0,0
4898,3,454,350,12,28,19,21,8,-0.5833333333333334,6.716666666666669,2,22000.0,15.0,15.0,10.0,8.0,0.0,0
4910,5,417,320,12,90,17,19,3,14.0,2.0,3,22000.0,19.0,19.0,10.0,5.0,0.0,0
4911,5,414,320,12,90,17,19,3,-5.25,-20.75,3,22000.0,16.0,16.0,10.0,9.0,0.0,0
4923,1,460,340,4,6,19,0,6,0.0,-8.78333333333336,1,8000.0,14.0,14.0,10.0,9.0,0.0,0
4935,6,447,220,4,1,17,18,17,3.0,5.0,3,500.0,14.0,14.0,3.0,10.0,0.0,0
4936,6,446,220,4,1,17,20,17,119.86666666666666,9.133333333333333,3,10000.0,16.0,16.0,10.0,7.0,0.0,0
4947,1,450,370,4,2,19,21,4,42.63333333333333,2.433333333333337,1,200.0,14.0,14.0,0.25,4.0,0.0,0
4948,1,450,370,4,2,19,20,4,-6.25,1.4166666666666714,1,10000.0,16.0,16.0,10.0,7.0,0.0,0
4960,6,421,220,4,1,19,20,3,22.0,-18.0,3,300.0,14.0,14.0,1.5,6.0,0.0,0
4961,6,427,230,0,4,17,18,3,31.0,-17.616666666666667,3,6000.0,22.0,22.0,8.0,4.0,0.0,0
4962,6,420,220,4,1,19,19,3,2.0,7.0,3,10000.0,16.0,16.0,10.0,7.0,0.0,0
4963,6,427,230,0,4,17,18,3,11.0,-6.0,3,2000.0,16.0,16.0,7.0,6.0,0.0,0
4971,1,450,380,4,10,19,20,6,-0.06666666666666668,-8.88333333333334,1,300.0,14.0,14.0,1.5,6.0,0.0,0
4972,1,470,290,25,19,22,23,6,-4.05,-18.366666666666667,1,25000.0,25.0,25.0,10.0,5.0,0.0,0
4973,1,450,380,4,10,19,20,6,-3.533333333333333,-8.88333333333334,1,10000.0,16.0,16.0,10.0,7.0,0.0,0
4985,13,437,380,4,8,19,20,5,-3.0,7.11666666666666,3,300.0,14.0,14.0,1.5,6.0,0.0,0
4986,13,436,340,2,4,16,18,5,17.133333333333333,4.86666666666666,3,4600.0,28.0,28.0,10.0,6.0,0.0,0
4987,13,444,360,4,8,19,20,5,-5.0,7.916666666666671,3,10000.0,16.0,16.0,10.0,7.0,0.0,0
4988,13,443,340,2,4,16,17,5,3.983333333333333,6.0166666666666675,3,25000.0,28.0,28.0,10.0,7.0,0.0,0
4999,7,465,330,17,4,13,16,1,-0.7166666666666667,0.7166666666666686,0,12000.0,27.0,27.0,10.0,0.0,0.0,0
5000,20,470,370,4,24,18,1,1,12.0,21.0,1,10000.0,17.0,17.0,10.0,7.0,0.0,0
5001,7,458,350,17,4,13,16,1,-1.1166666666666667,1.1166666666666742,0,12000.0,31.0,31.0,10.0,13.0,20.0,0
5010,21,469,370,4,52,18,1,1,12.966666666666667,8.166666666666687,1,10000.0,17.0,17.0,10.0,7.0,0.0,0
5020,20,474,350,4,50,18,2,1,29.83333333333333,3.1666666666666856,1,10000.0,16.0,16.0,10.0,7.0,0.0,0
5029,2,450,360,4,5,18,21,6,2.3833333333333333,-4.533333333333331,1,400.0,14.0,14.0,2.0,4.0,0.0,0
5030,2,460,350,17,4,13,17,6,5.15,-1.1500000000000057,1,12000.0,27.0,27.0,10.0,0.0,0.0,0
5031,2,450,360,4,5,18,22,6,46.78333333333333,-8.099999999999994,1,10000.0,16.0,16.0,10.0,7.0,0.0,0
5032,2,460,330,17,4,13,17,6,-5.7,7.699999999999987,1,12000.0,31.0,31.0,10.0,13.0,20.0,0
5040,11,457,350,4,102,18,1,1,5.0,5.850000000000023,0,10000.0,17.0,17.0,10.0,7.0,0.0,0
5041,14,457,370,16,4,15,17,1,1.5833333333333333,1.4166666666666714,0,19000.0,12.0,12.0,10.0,5.0,0.0,0
5052,5,413,210,4,18,18,19,22,13.0,17.06666666666667,3,400.0,13.0,13.0,2.0,5.0,0.0,0
5053,5,412,210,4,18,18,19,22,-8.0,-1.0833333333333357,3,10000.0,17.0,17.0,10.0,7.0,0.0,0
5064,6,474,260,5,7,9,10,17,9.866666666666667,-4.483333333333333,3,3200.0,18.0,18.0,10.0,5.0,0.0,0
5066,6,488,280,26,4,17,19,17,21.1,-20.216666666666672,3,3600.0,23.0,23.0,10.0,4.0,0.0,0
5067,6,463,290,4,15,15,16,17,21.283333333333328,-2.8333333333333366,3,9000.0,18.0,18.0,10.0,4.0,0.0,0
5074,2,461,350,24,4,10,14,1,11.866666666666667,6.133333333333327,1,11000.0,22.0,22.0,10.0,5.0,0.0,0
5075,11,457,350,4,47,18,1,1,5.783333333333332,0.2666666666666515,0,10000.0,17.0,17.0,10.0,7.0,0.0,0
5076,7,463,330,24,4,10,14,1,2.333333333333333,-0.3333333333333428,0,18000.0,19.0,19.0,10.0,3.0,0.0,0
5084,12,450,370,18,7,19,21,4,6.0,4.0,2,25000.0,27.0,27.0,10.0,13.0,0.0,0
5085,12,430,300,18,7,19,21,4,-2.3666666666666667,-6.2666666666666675,2,2700.0,29.0,29.0,10.0,10.0,0.0,0
5097,8,450,400,18,78,19,21,14,2.0,-9.099999999999994,0,25000.0,27.0,27.0,10.0,13.0,0.0,0
5098,8,452,400,18,78,19,21,14,-2.75,4.016666666666667,0,2700.0,29.0,29.0,10.0,10.0,0.0,0
5111,1,460,340,18,23,19,21,4,-1.0,-5.0,1,25000.0,28.0,28.0,10.0,12.0,0.0,0
5112,1,460,340,18,23,19,21,4,-6.0,-4.0,1,2700.0,29.0,29.0,10.0,10.0,0.0,0
5124,16,451,350,18,0,19,21,1,-13.0,2.0,0,25000.0,28.0,28.0,10.0,12.0,0.0,0
5125,16,453,330,18,0,19,21,1,-6.0,-1.0,0,2700.0,29.0,29.0,10.0,10.0,0.0,0
5136,1,460,330,18,69,19,23,4,20.0,3.0,1,7500.0,28.0,28.0,10.0,10.0,0.0,0
5148,12,450,370,18,27,19,22,4,9.666666666666666,2.1500000000000057,2,25000.0,27.0,27.0,10.0,13.0,0.0,0
5149,12,460,350,18,27,19,21,4,8.0,-1.0,2,7500.0,28.0,28.0,10.0,10.0,0.0,1
5160,1,460,350,18,103,19,22,4,8.066666666666666,-0.09999999999999433,1,25000.0,28.0,28.0,10.0,12.0,0.0,0
5161,1,460,350,18,103,19,22,4,6.066666666666666,-2.9166666666666567,1,2700.0,29.0,29.0,10.0,10.0,0.0,0
5173,12,440,300,18,97,19,22,4,2.0,-17.0,2,25000.0,28.0,28.0,10.0,12.0,0.0,0
5174,12,460,330,18,97,19,22,4,-2.0,-10.300000000000011,2,2700.0,29.0,29.0,10.0,10.0,0.0,0
5188,1,460,340,18,114,19,0,4,2.0,-2.1499999999999773,1,2700.0,29.0,29.0,10.0,10.0,0.0,0
5214,0,457,320,18,3,19,0,10,-8.0,1.0,0,2700.0,29.0,29.0,10.0,13.0,0.0,0
5226,19,395,350,1,66,19,22,12,10.266666666666667,-25.46666666666667,4,25000.0,28.0,28.0,10.0,8.0,0.0,0
5228,19,408,370,1,66,19,22,12,8.0,-20.98333333333332,4,18000.0,26.0,26.0,10.0,7.0,0.0,0
5237,12,441,380,1,43,19,21,28,11.4,2.38333333333334,2,18000.0,26.0,26.0,10.0,6.0,0.0,0
5238,12,440,294,1,43,19,22,28,34.68333333333333,2.61666666666666,2,15000.0,26.0,26.0,10.0,4.0,0.0,0
5250,3,445,330,1,8,19,21,9,0.55,-1.4166666666666714,2,25000.0,28.0,28.0,10.0,8.0,0.0,0
5251,3,438,350,1,8,19,22,9,39.45,-3.7333333333333343,2,15000.0,26.0,26.0,10.0,4.0,0.0,0
5263,36,495,310,1,92,19,10,31,38.16666666666666,-3.4500000000000446,0,15000.0,26.0,26.0,10.0,4.0,0.0,0
5275,0,463,278,1,79,19,22,2,3.7,-3.6999999999999886,0,25000.0,28.0,28.0,10.0,8.0,0.0,0
5276,0,455,350,1,79,19,22,2,-2.0,-4.0,0,18000.0,26.0,26.0,10.0,7.0,0.0,0
5287,3,409,280,1,56,19,21,9,23.18333333333333,-3.5666666666666638,2,25000.0,28.0,28.0,10.0,8.0,0.0,0
5288,3,415,280,1,56,19,21,9,22.25,-6.066666666666663,2,18000.0,26.0,26.0,10.0,7.0,0.0,0
5299,3,439,340,1,29,19,20,9,44.61666666666667,-1.7666666666666655,2,18000.0,26.0,26.0,10.0,6.0,0.0,0
5300,3,434,249,1,29,19,21,9,51.51666666666666,3.450000000000003,2,15000.0,26.0,26.0,10.0,4.0,0.0,0
5311,3,434,340,1,99,19,20,9,4.616666666666666,4.38333333333334,2,25000.0,28.0,28.0,10.0,8.0,0.0,0
5312,3,446,340,1,99,19,21,9,15.483333333333333,13.36666666666666,2,15000.0,26.0,26.0,10.0,4.0,0.0,0
5324,19,379,360,1,57,19,21,12,1.0,-15.0,4,25000.0,28.0,28.0,10.0,8.0,0.0,1
5326,19,380,360,1,57,19,21,12,14.0,-28.0,4,18000.0,26.0,26.0,10.0,7.0,0.0,1
5334,1,459,340,1,26,19,23,2,11.0,-229.0,1,18000.0,26.0,26.0,10.0,7.0,0.0,0
5346,19,407,360,1,38,19,21,12,3.0,-5.0,4,25000.0,28.0,28.0,10.0,8.0,0.0,0
5347,19,407,360,1,38,19,20,12,1.7666666666666666,-9.433333333333335,4,18000.0,26.0,26.0,10.0,7.0,0.0,0
5358,9,453,320,1,37,19,21,12,12.0,-6.2666666666666675,2,25000.0,28.0,28.0,10.0,8.0,0.0,0
5360,9,456,320,1,37,19,20,12,5.0,-4.533333333333331,2,18000.0,26.0,26.0,10.0,7.0,0.0,0
5368,4,455,360,1,55,19,23,2,8.0,1.5999999999999943,1,18000.0,26.0,26.0,10.0,7.0,0.0,0
5379,3,423,310,1,67,19,20,9,3.283333333333333,2.2333333333333343,2,25000.0,28.0,28.0,10.0,8.0,0.0,0
5380,3,432,340,1,67,19,20,9,14.6,-6.166666666666671,2,18000.0,26.0,26.0,10.0,7.0,0.0,1
5392,3,431,320,1,84,19,21,9,8.233333333333333,-0.2333333333333343,2,25000.0,28.0,28.0,10.0,8.0,0.0,0
5393,3,444,340,1,84,19,21,9,8.233333333333333,2.7666666666666657,2,18000.0,26.0,26.0,10.0,7.0,0.0,0
5410,3,403,280,17,6,19,20,3,6.85,-11.083333333333336,2,10000.0,34.0,34.0,10.0,12.0,0.0,0
5421,4,460,370,23,12,16,18,6,-20.0,-14.88333333333334,1,6500.0,23.0,23.0,10.0,9.0,0.0,0
5422,4,450,350,17,54,19,23,6,1.45,-2.7833333333333314,1,10000.0,34.0,34.0,10.0,12.0,0.0,0
5423,4,450,370,23,12,16,18,6,-2.216666666666667,-7.950000000000002,1,4200.0,19.0,19.0,10.0,7.0,0.0,0
5436,4,461,370,17,26,19,22,19,6.55,4.449999999999988,1,22000.0,31.0,31.0,10.0,9.0,16.0,0
5437,4,457,330,17,26,19,22,19,49.56666666666667,1.4333333333333371,1,10000.0,34.0,34.0,10.0,12.0,0.0,0
5456,4,448,360,17,9,18,19,2,17.666666666666668,1.3333333333333357,1,15000.0,31.0,31.0,10.0,10.0,16.0,0
5457,0,444,350,11,1,22,1,2,6.0,-205.0,0,15000.0,18.0,18.0,10.0,10.0,0.0,0
5458,7,450,340,17,9,18,19,2,3.183333333333333,-1.1833333333333371,0,14000.0,35.0,35.0,10.0,13.0,19.0,0
5469,0,431,272,17,11,19,23,2,0.6833333333333333,-11.683333333333335,0,10000.0,35.0,35.0,10.0,12.0,0.0,0
5481,1,450,360,17,3,19,21,6,-1.6,-0.4000000000000057,1,15000.0,31.0,31.0,10.0,10.0,16.0,0
5482,1,450,360,17,3,19,21,6,-6.6,7.533333333333331,1,10000.0,35.0,35.0,10.0,12.0,0.0,0
5494,28,274,30,6,126,16,16,21,9.55,1.2666666666666675,7,25000.0,29.0,29.0,10.0,9.0,0.0,0
5495,28,413,410,11,20,14,18,21,41.4,5.783333333333331,7,20000.0,21.0,21.0,10.0,6.0,0.0,0
5502,0,471,340,17,9,16,17,2,-5.433333333333334,-68.0,0,14000.0,30.0,30.0,10.0,8.0,14.0,0
5503,1,462,340,17,9,16,17,2,3.8833333333333333,-3.88333333333334,1,25000.0,34.0,34.0,10.0,11.0,18.0,0
5514,2,471,294,19,16,19,20,0,-0.5666666666666667,-2.950000000000003,1,20000.0,26.0,26.0,10.0,15.0,0.0,0
5515,2,437,280,15,6,17,18,0,9.0,-3.56666666666667,1,8000.0,24.0,24.0,10.0,5.0,0.0,0
5516,2,484,270,19,16,19,23,0,128.0,10.583333333333329,1,8000.0,21.0,21.0,10.0,6.0,0.0,0
5517,2,436,280,15,6,17,20,0,145.0,-6.0,1,16000.0,32.0,32.0,6.0,14.0,0.0,0
5536,2,413,240,17,6,22,23,0,12.666666666666664,-2.6666666666666643,1,22000.0,28.0,28.0,10.0,6.0,16.0,0
5537,2,477,270,19,12,20,21,0,23.15,-14.56666666666667,1,20000.0,26.0,26.0,10.0,14.0,0.0,0
5538,2,428,240,17,6,22,23,0,25.766666666666666,-11.033333333333333,1,10000.0,32.0,32.0,10.0,7.0,0.0,0
5539,2,462,270,19,12,20,20,0,4.7,-9.700000000000003,1,12000.0,22.0,22.0,10.0,11.0,0.0,0
5547,6,448,360,4,109,20,22,3,4.083333333333333,4.916666666666671,3,200.0,14.0,14.0,0.25,4.0,0.0,0
5548,6,448,268,19,106,18,19,3,3.25,2.950000000000003,3,20000.0,23.0,23.0,10.0,10.0,0.0,0
5559,24,448,350,19,1,19,23,2,-3.0,-201.0,0,20000.0,23.0,23.0,10.0,11.0,0.0,0
5576,27,300,290,23,124,16,18,15,5.716666666666668,-5.716666666666669,4,6500.0,23.0,23.0,10.0,9.0,0.0,0
5580,27,295,260,17,105,13,16,15,49.26666666666666,4.983333333333333,4,10000.0,32.0,32.0,10.0,8.0,0.0,0
5589,1,460,330,19,0,19,0,4,4.6,-2.8833333333333258,1,12000.0,22.0,22.0,10.0,11.0,0.0,0
5601,0,385,310,19,12,19,20,2,5.45,1.5499999999999972,0,20000.0,26.0,26.0,10.0,15.0,0.0,0
5602,7,486,270,19,12,19,20,2,-4.616666666666666,-6.383333333333333,0,20000.0,23.0,23.0,10.0,11.0,0.0,0
5624,30,481,187,19,115,19,4,35,39.38333333333333,7.53333333333336,1,12000.0,22.0,22.0,10.0,11.0,0.0,0
5640,14,479,320,19,108,19,1,1,-2.033333333333333,-4.416666666666687,0,20000.0,23.0,23.0,10.0,11.0,0.0,0
5651,4,402,180,3,19,19,20,0,20.733333333333334,-17.733333333333334,1,3900.0,29.0,29.0,10.0,7.0,0.0,0
5652,4,412,190,3,19,19,20,0,-0.43333333333333335,-18.566666666666674,1,2900.0,28.0,28.0,10.0,8.0,0.0,0
5663,0,446,340,3,1,19,22,0,21.61666666666667,-5.616666666666673,0,3900.0,29.0,29.0,10.0,7.0,0.0,0
5664,0,448,340,3,1,19,22,0,1.0,-171.0,0,3100.0,29.0,29.0,10.0,10.0,0.0,0
5676,0,453,238,3,58,19,21,0,-4.7,-3.299999999999997,0,2900.0,29.0,29.0,10.0,11.0,0.0,0
5677,0,453,370,3,58,19,22,0,24.466666666666665,7.849999999999994,0,2900.0,28.0,28.0,10.0,8.0,0.0,0
5688,0,458,350,3,39,19,22,0,5.166666666666667,7.833333333333344,0,2900.0,29.0,29.0,10.0,11.0,0.0,0
5689,0,449,370,3,39,19,22,0,6.0,-151.0,0,3100.0,29.0,29.0,10.0,10.0,0.0,0
5701,10,475,330,3,23,19,22,8,-0.15,4.349999999999993,2,2900.0,29.0,29.0,10.0,11.0,0.0,0
5702,3,439,340,3,23,19,22,8,9.65,3.8166666666666633,2,2900.0,28.0,28.0,10.0,8.0,0.0,0
5714,9,417,370,3,45,19,21,7,-5.0,-9.0,2,2900.0,29.0,29.0,10.0,11.0,0.0,0
5715,9,423,350,3,45,19,21,7,7.0,-9.016666666666666,2,2900.0,28.0,28.0,10.0,8.0,0.0,0
5727,16,455,320,16,7,16,18,1,6.0,-153.0,0,1100.0,9.0,9.0,10.0,10.0,0.0,0
5728,4,463,350,3,0,19,22,1,29.0,3.4666666666666686,1,2900.0,28.0,28.0,10.0,8.0,0.0,0
5740,11,454,390,3,0,19,22,0,48.88333333333333,4.116666666666674,0,3900.0,29.0,29.0,10.0,7.0,0.0,0
5741,11,452,370,3,0,19,22,0,13.0,9.0,0,2900.0,28.0,28.0,10.0,8.0,0.0,0
5753,2,458,271,11,14,1,7,0,17.55,-0.7833333333333599,1,11000.0,18.0,18.0,10.0,6.0,0.0,0
5754,2,463,320,3,9,18,23,0,12.216666666666667,1.1666666666666856,1,3200.0,31.0,31.0,10.0,12.0,18.0,0
5762,20,468,232,3,98,18,21,29,11.0,-12.01666666666668,1,25000.0,29.0,29.0,10.0,13.0,0.0,0
5763,20,467,258,3,98,18,22,29,23.716666666666665,-1.8333333333333428,1,3100.0,29.0,29.0,10.0,10.0,0.0,0
5775,22,461,282,3,69,19,0,0,46.53333333333333,-10.533333333333333,0,2900.0,28.0,28.0,10.0,8.0,0.0,0
5789,37,495,200,3,92,19,9,31,2.7,30.51666666666665,1,3100.0,29.0,29.0,10.0,10.0,0.0,0
5801,23,497,330,3,51,19,3,0,6.383333333333334,-6.383333333333327,0,3100.0,29.0,29.0,10.0,10.0,0.0,0
5813,11,468,258,3,131,19,23,0,14.133333333333333,3.4166666666666567,0,3100.0,29.0,29.0,10.0,10.0,0.0,0
5826,5,422,280,4,118,8,10,3,54.0,-5.0,3,900.0,13.0,13.0,5.0,4.0,0.0,0
5827,13,452,320,16,132,20,21,3,8.033333333333333,5.4833333333333325,3,18000.0,10.0,10.0,10.0,8.0,0.0,0
5841,5,430,240,16,75,18,19,3,8.0,4.0,3,1200.0,10.0,10.0,10.0,9.0,17.0,0
5843,5,429,240,16,75,18,19,3,0.15,-5.149999999999999,3,30000.0,12.0,12.0,10.0,7.0,0.0,0
5851,1,406,280,16,20,19,21,0,-1.5166666666666666,-10.483333333333334,1,1300.0,9.0,9.0,10.0,8.0,0.0,0
5852,1,454,340,16,20,19,21,0,2.2666666666666666,-0.9666666666666686,1,18000.0,11.0,11.0,10.0,10.0,0.0,0
5867,24,468,320,16,3,19,22,1,3.533333333333333,10.466666666666667,0,1300.0,9.0,9.0,10.0,8.0,0.0,0
5868,24,469,320,16,3,19,22,1,4.383333333333334,8.583333333333343,0,18000.0,11.0,11.0,10.0,10.0,0.0,0
5880,0,444,390,16,2,19,21,1,0.45,8.549999999999997,0,18000.0,11.0,11.0,10.0,10.0,0.0,0
5892,7,468,320,16,16,19,22,1,7.816666666666666,-2.8166666666666638,0,1300.0,9.0,9.0,10.0,8.0,0.0,0
5893,7,472,320,16,16,19,22,1,7.8,16.666666666666654,0,18000.0,11.0,11.0,10.0,10.0,0.0,0
5929,0,464,340,16,46,19,21,1,-3.0,-1.3833333333333258,0,18000.0,11.0,11.0,10.0,10.0,0.0,0
5952,7,473,300,16,80,19,22,1,8.1,-0.9166666666666572,0,18000.0,11.0,11.0,10.0,10.0,0.0,0
5964,32,451,310,12,25,15,17,1,2.0,4.0,4,20000.0,14.0,14.0,10.0,0.0,0.0,0
5965,11,450,266,16,24,19,2,1,10.35,10.449999999999989,0,18000.0,11.0,11.0,10.0,10.0,0.0,0
5966,7,454,370,12,25,16,17,1,-2.333333333333333,0.7666666666666657,0,22000.0,14.0,14.0,10.0,8.0,14.0,0
5974,9,450,320,1,34,15,17,12,14.0,-2.38333333333334,2,25000.0,28.0,28.0,10.0,6.0,0.0,0
5975,9,440,320,1,34,15,17,12,0.0,-3.450000000000003,2,25000.0,29.0,29.0,10.0,7.0,0.0,0
5987,1,465,320,25,82,15,16,1,6.016666666666668,2.9833333333333343,1,25000.0,29.0,29.0,10.0,11.0,14.0,0
5988,14,469,340,20,3,18,1,1,36.53333333333333,4.716666666666639,0,25000.0,18.0,18.0,10.0,7.0,0.0,0
6008,2,460,188,22,0,15,17,1,12.2,-12.25,1,18000.0,30.0,30.0,10.0,7.0,0.0,0
6009,20,469,370,20,24,19,2,1,48.76666666666666,14.233333333333347,1,25000.0,18.0,18.0,10.0,7.0,0.0,0
6010,1,460,350,22,0,15,17,1,-2.1333333333333333,-0.6833333333333371,1,25000.0,33.0,33.0,10.0,12.0,18.0,0
6019,13,455,320,20,8,19,21,15,29.53333333333333,-26.53333333333333,3,25000.0,18.0,18.0,10.0,7.0,0.0,0
6030,0,471,320,20,30,19,1,1,29.53333333333333,1.4666666666666397,0,25000.0,18.0,18.0,10.0,7.0,0.0,0
6043,40,418,210,25,107,15,16,1,13.0,4.116666666666667,6,25000.0,29.0,29.0,10.0,11.0,14.0,0
6044,4,458,360,20,14,19,22,1,34.45,-0.44999999999998863,1,25000.0,18.0,18.0,10.0,7.0,0.0,0
6053,20,461,0,20,129,14,22,36,18.33333333333333,-48.416666666666686,1,3100.0,23.0,23.0,10.0,11.0,0.0,0
6063,1,460,320,20,9,16,22,4,8.983333333333333,-0.6000000000000227,1,4900.0,24.0,24.0,10.0,12.0,0.0,0
6064,1,460,320,20,9,16,22,4,4.516666666666667,-4.449999999999988,1,25000.0,20.0,20.0,10.0,7.0,0.0,0
6076,33,452,370,16,0,15,17,1,0.55,1.9833333333333345,4,1100.0,9.0,9.0,10.0,10.0,0.0,0
6077,11,459,159,20,128,19,2,1,26.65,-7.649999999999977,0,25000.0,18.0,18.0,10.0,7.0,0.0,0
6078,4,452,370,16,0,15,18,1,6.333333333333332,7.5166666666666675,1,19000.0,11.0,11.0,10.0,0.0,0.0,0
6087,2,461,340,20,21,19,1,1,47.63333333333333,13.800000000000011,1,25000.0,18.0,18.0,10.0,7.0,0.0,0
6097,21,473,370,19,0,10,15,1,15.733333333333333,7.2666666666666515,1,11000.0,22.0,22.0,10.0,3.0,0.0,0
6098,34,463,330,20,50,19,4,1,45.0,-7.0,0,25000.0,18.0,18.0,10.0,7.0,0.0,0
6099,11,450,370,19,0,11,15,1,4.75,3.8833333333333258,0,7000.0,18.0,18.0,8.0,3.0,0.0,0
6107,5,453,260,4,81,20,21,15,2.216666666666667,-53.0,3,200.0,14.0,14.0,0.25,3.0,0.0,0
6108,13,473,320,20,7,19,21,15,23.0,2.0,3,25000.0,18.0,18.0,10.0,7.0,0.0,0
6119,11,474,278,20,51,19,2,0,27.15,0.8500000000000227,0,25000.0,18.0,18.0,10.0,7.0,0.0,0
6131,16,447,340,20,5,19,22,1,24.0,-3.0,0,25000.0,21.0,21.0,10.0,14.0,0.0,0
6132,16,454,320,20,5,19,22,1,39.0,-7.0,0,25000.0,18.0,18.0,10.0,7.0,0.0,0
6143,18,442,260,9,23,21,23,7,32.0,-20.183333333333326,2,25000.0,19.0,19.0,10.0,4.0,0.0,0
6153,1,450,220,9,5,19,22,4,-1.0666666666666669,-1.3833333333333258,1,15000.0,23.0,23.0,10.0,9.0,0.0,0
6154,1,460,250,9,5,19,22,4,-2.0,-15.150000000000004,1,25000.0,19.0,19.0,10.0,7.0,0.0,0
6165,2,430,280,3,82,11,12,0,24.016666666666666,3.8666666666666663,1,3500.0,31.0,31.0,10.0,15.0,0.0,0
6171,22,447,380,9,14,19,22,0,10.233333333333333,-1.23333333333332,0,15000.0,23.0,23.0,10.0,9.0,0.0,0
6172,22,455,370,3,22,15,18,0,-2.433333333333333,0.4333333333333371,0,3600.0,31.0,31.0,10.0,10.0,0.0,0
6173,22,447,380,9,14,19,22,0,13.033333333333333,0.9666666666666686,0,25000.0,19.0,19.0,10.0,8.0,0.0,0
6174,22,456,370,3,22,15,18,0,2.85,1.1500000000000057,0,3500.0,30.0,30.0,10.0,12.0,21.0,0
6182,18,439,260,9,7,21,22,7,2.1666666666666665,-7.599999999999994,2,3600.0,23.0,23.0,10.0,4.0,0.0,0
6183,18,438,260,9,7,21,22,7,5.0,-7.333333333333329,2,25000.0,19.0,19.0,10.0,8.0,0.0,0
6193,6,421,200,9,15,19,20,9,6.0,-6.299999999999998,3,15000.0,23.0,23.0,10.0,9.0,0.0,0
6194,6,422,200,9,15,19,20,9,5.816666666666666,-8.5,3,25000.0,19.0,19.0,10.0,7.0,0.0,0
6204,1,462,340,9,1,19,21,2,5.0,2.9000000000000057,1,15000.0,23.0,23.0,10.0,9.0,0.0,0
6205,1,473,300,9,1,19,21,2,6.75,-116.0,1,25000.0,19.0,19.0,10.0,7.0,0.0,0
6217,2,461,122,9,10,19,21,1,8.8,3.3833333333333395,1,25000.0,19.0,19.0,10.0,7.0,0.0,0
6218,16,443,350,4,22,16,17,1,5.0,-70.0,0,9000.0,18.0,18.0,10.0,4.0,0.0,0
6230,42,373,130,9,119,10,11,21,20.95,5.75,4,25000.0,18.0,18.0,10.0,7.0,17.0,0
6233,2,446,360,9,8,19,20,0,6.766666666666668,-29.3,1,15000.0,23.0,23.0,10.0,9.0,0.0,0
6234,2,448,390,2,22,16,17,0,4.75,1.6500000000000057,1,4600.0,28.0,28.0,10.0,6.0,0.0,0
6235,2,443,129,9,8,19,20,0,0.4,-2.7166666666666686,1,25000.0,19.0,19.0,10.0,7.0,0.0,0
6236,2,442,310,2,22,16,17,0,25.11666666666667,0.88333333333334,1,25000.0,28.0,28.0,10.0,7.0,0.0,0
6244,10,429,270,9,89,18,19,18,7.966666666666668,-4.966666666666669,2,25000.0,24.0,24.0,10.0,7.0,0.0,0
6245,10,434,270,9,89,18,18,18,-3.3666666666666667,-9.700000000000003,2,25000.0,20.0,20.0,10.0,9.0,0.0,0
6256,1,478,300,9,18,18,20,25,29.0,11.0,1,15000.0,23.0,23.0,10.0,9.0,0.0,0
6257,1,478,300,9,18,18,20,25,39.0,10.0,1,25000.0,19.0,19.0,10.0,7.0,0.0,0
6269,0,473,151,9,1,18,20,0,-4.05,-0.86666666666666,0,25000.0,24.0,24.0,10.0,7.0,0.0,0
6270,0,443,370,0,22,15,17,0,3.55,-5.549999999999998,0,7000.0,20.0,20.0,10.0,4.0,0.0,0
6271,0,478,280,9,1,18,20,0,-1.05,3.3499999999999943,0,25000.0,20.0,20.0,10.0,9.0,0.0,0
6272,0,445,370,0,22,15,17,0,16.0,-1.0,0,2000.0,17.0,17.0,6.0,5.0,0.0,0
6280,8,470,340,9,1,18,20,2,1.0,-112.0,0,25000.0,24.0,24.0,10.0,7.0,0.0,0
6290,0,458,340,5,9,17,0,10,46.86666666666667,-25.550000000000008,0,25000.0,19.0,19.0,10.0,8.0,0.0,0
6301,19,385,120,5,44,19,20,24,11.0,-0.1666666666666643,4,26000.0,22.0,22.0,10.0,3.0,0.0,0
6303,19,385,120,5,44,19,20,24,4.216666666666667,-22.25,4,25000.0,19.0,19.0,10.0,6.0,0.0,0
6311,8,440,340,5,43,17,22,2,17.0,0.0,0,25000.0,25.0,25.0,10.0,9.0,0.0,0
6312,8,445,360,5,43,17,22,2,16.0,3.0,0,20000.0,20.0,20.0,10.0,7.0,0.0,0
6323,23,474,218,5,123,19,1,2,8.0,-1.0,0,25000.0,19.0,19.0,10.0,8.0,0.0,0
6335,23,478,350,5,85,19,3,2,39.96666666666667,-5.96666666666664,0,25000.0,19.0,19.0,10.0,6.0,0.0,0
